Datum;Sonnenaufgang;Sonnenuntergang;Mittag;Sonnenlicht (Std.);DST;Ort
01.08.2018;05:45:17;20:58:48;13:22:02;15:13:31;Sommerzeit;Nürnberg
02.08.2018;05:46:40;20:57:17;13:21:58;15:10:37;Sommerzeit;Nürnberg
03.08.2018;05:48:03;20:55:44;13:21:54;15:07:41;Sommerzeit;Nürnberg
04.08.2018;05:49:27;20:54:09;13:21:48;15:04:42;Sommerzeit;Nürnberg
05.08.2018;05:50:52;20:52:33;13:21:42;15:01:41;Sommerzeit;Nürnberg
06.08.2018;05:52:16;20:50:55;13:21:36;14:58:39;Sommerzeit;Nürnberg
07.08.2018;05:53:42;20:49:16;13:21:29;14:55:34;Sommerzeit;Nürnberg
08.08.2018;05:55:07;20:47:35;13:21:21;14:52:28;Sommerzeit;Nürnberg
09.08.2018;05:56:33;20:45:53;13:21:13;14:49:20;Sommerzeit;Nürnberg
10.08.2018;05:57:59;20:44:09;13:21:04;14:46:10;Sommerzeit;Nürnberg
11.08.2018;05:59:26;20:42:24;13:20:55;14:42:58;Sommerzeit;Nürnberg
12.08.2018;06:00:52;20:40:37;13:20:45;14:39:45;Sommerzeit;Nürnberg
13.08.2018;06:02:19;20:38:49;13:20:34;14:36:30;Sommerzeit;Nürnberg
14.08.2018;06:03:46;20:37:00;13:20:23;14:33:14;Sommerzeit;Nürnberg
15.08.2018;06:05:13;20:35:10;13:20:11;14:29:57;Sommerzeit;Nürnberg
16.08.2018;06:06:40;20:33:18;13:19:59;14:26:38;Sommerzeit;Nürnberg
17.08.2018;06:08:07;20:31:26;13:19:47;14:23:19;Sommerzeit;Nürnberg
18.08.2018;06:09:35;20:29:32;13:19:33;14:19:57;Sommerzeit;Nürnberg
19.08.2018;06:11:02;20:27:37;13:19:20;14:16:35;Sommerzeit;Nürnberg
20.08.2018;06:12:29;20:25:42;13:19:06;14:13:13;Sommerzeit;Nürnberg
21.08.2018;06:13:57;20:23:45;13:18:51;14:09:48;Sommerzeit;Nürnberg
22.08.2018;06:15:24;20:21:47;13:18:36;14:06:23;Sommerzeit;Nürnberg
23.08.2018;06:16:52;20:19:49;13:18:20;14:02:57;Sommerzeit;Nürnberg
24.08.2018;06:18:19;20:17:49;13:18:04;13:59:30;Sommerzeit;Nürnberg
25.08.2018;06:19:47;20:15:49;13:17:48;13:56:02;Sommerzeit;Nürnberg
26.08.2018;06:21:14;20:13:48;13:17:31;13:52:34;Sommerzeit;Nürnberg
27.08.2018;06:22:42;20:11:46;13:17:14;13:49:04;Sommerzeit;Nürnberg
28.08.2018;06:24:09;20:09:43;13:16:56;13:45:34;Sommerzeit;Nürnberg
29.08.2018;06:25:37;20:07:40;13:16:38;13:42:03;Sommerzeit;Nürnberg
30.08.2018;06:27:04;20:05:36;13:16:20;13:38:32;Sommerzeit;Nürnberg
31.08.2018;06:28:32;20:03:31;13:16:02;13:34:59;Sommerzeit;Nürnberg
