Datum;Sonnenaufgang;Sonnenuntergang;Mittag;Sonnenlicht (Std.);DST;Ort
01.10.2018;07:13:53;18:56:51;13:05:22;11:42:58;Sommerzeit;Nürnberg
02.10.2018;07:15:23;18:54:42;13:05:03;11:39:19;Sommerzeit;Nürnberg
03.10.2018;07:16:53;18:52:35;13:04:44;11:35:42;Sommerzeit;Nürnberg
04.10.2018;07:18:23;18:50:27;13:04:25;11:32:04;Sommerzeit;Nürnberg
05.10.2018;07:19:54;18:48:20;13:04:07;11:28:26;Sommerzeit;Nürnberg
06.10.2018;07:21:24;18:46:14;13:03:49;11:24:50;Sommerzeit;Nürnberg
07.10.2018;07:22:55;18:44:08;13:03:32;11:21:13;Sommerzeit;Nürnberg
08.10.2018;07:24:26;18:42:03;13:03:15;11:17:37;Sommerzeit;Nürnberg
09.10.2018;07:25:58;18:39:58;13:02:58;11:14:00;Sommerzeit;Nürnberg
10.10.2018;07:27:30;18:37:54;13:02:42;11:10:24;Sommerzeit;Nürnberg
11.10.2018;07:29:02;18:35:51;13:02:26;11:06:49;Sommerzeit;Nürnberg
12.10.2018;07:30:34;18:33:48;13:02:11;11:03:14;Sommerzeit;Nürnberg
13.10.2018;07:32:07;18:31:46;13:01:56;10:59:39;Sommerzeit;Nürnberg
14.10.2018;07:33:40;18:29:44;13:01:42;10:56:04;Sommerzeit;Nürnberg
15.10.2018;07:35:13;18:27:44;13:01:29;10:52:31;Sommerzeit;Nürnberg
16.10.2018;07:36:47;18:25:44;13:01:16;10:48:57;Sommerzeit;Nürnberg
17.10.2018;07:38:21;18:23:46;13:01:03;10:45:25;Sommerzeit;Nürnberg
18.10.2018;07:39:55;18:21:48;13:00:51;10:41:53;Sommerzeit;Nürnberg
19.10.2018;07:41:29;18:19:51;13:00:40;10:38:22;Sommerzeit;Nürnberg
20.10.2018;07:43:04;18:17:55;13:00:29;10:34:51;Sommerzeit;Nürnberg
21.10.2018;07:44:39;18:16:00;13:00:19;10:31:21;Sommerzeit;Nürnberg
22.10.2018;07:46:14;18:14:06;13:00:10;10:27:52;Sommerzeit;Nürnberg
23.10.2018;07:47:50;18:12:13;13:00:01;10:24:23;Sommerzeit;Nürnberg
24.10.2018;07:49:25;18:10:22;12:59:53;10:20:57;Sommerzeit;Nürnberg
25.10.2018;07:51:01;18:08:31;12:59:46;10:17:30;Sommerzeit;Nürnberg
26.10.2018;07:52:37;18:06:42;12:59:40;10:14:05;Sommerzeit;Nürnberg
27.10.2018;07:54:14;18:04:54;12:59:34;10:10:40;Sommerzeit;Nürnberg
28.10.2018;06:55:50;17:03:07;11:59:29;10:07:17;Winterzeit;Nürnberg
29.10.2018;06:57:27;17:01:22;11:59:25;10:03:55;Winterzeit;Nürnberg
30.10.2018;06:59:04;16:59:38;11:59:21;10:00:34;Winterzeit;Nürnberg
31.10.2018;07:00:41;16:57:56;11:59:18;09:57:15;Winterzeit;Nürnberg
