Datum;Sonnenaufgang;Sonnenuntergang;Mittag;Sonnenlicht (Std.);DST;Ort
01.12.2018;07:48:09;16:21:13;12:04:41;08:33:04;Winterzeit;Nürnberg
02.12.2018;07:49:26;16:20:41;12:05:04;08:31:15;Winterzeit;Nürnberg
03.12.2018;07:50:41;16:20:13;12:05:27;08:29:32;Winterzeit;Nürnberg
04.12.2018;07:51:55;16:19:48;12:05:51;08:27:53;Winterzeit;Nürnberg
05.12.2018;07:53:06;16:19:25;12:06:16;08:26:19;Winterzeit;Nürnberg
06.12.2018;07:54:16;16:19:06;12:06:41;08:24:50;Winterzeit;Nürnberg
07.12.2018;07:55:23;16:18:50;12:07:06;08:23:27;Winterzeit;Nürnberg
08.12.2018;07:56:29;16:18:36;12:07:32;08:22:07;Winterzeit;Nürnberg
09.12.2018;07:57:32;16:18:26;12:07:59;08:20:54;Winterzeit;Nürnberg
10.12.2018;07:58:33;16:18:19;12:08:26;08:19:46;Winterzeit;Nürnberg
11.12.2018;07:59:32;16:18:15;12:08:54;08:18:43;Winterzeit;Nürnberg
12.12.2018;08:00:28;16:18:14;12:09:21;08:17:46;Winterzeit;Nürnberg
13.12.2018;08:01:22;16:18:17;12:09:49;08:16:55;Winterzeit;Nürnberg
14.12.2018;08:02:14;16:18:22;12:10:18;08:16:08;Winterzeit;Nürnberg
15.12.2018;08:03:03;16:18:31;12:10:47;08:15:28;Winterzeit;Nürnberg
16.12.2018;08:03:49;16:18:42;12:11:16;08:14:53;Winterzeit;Nürnberg
17.12.2018;08:04:33;16:18:57;12:11:45;08:14:24;Winterzeit;Nürnberg
18.12.2018;08:05:14;16:19:15;12:12:14;08:14:01;Winterzeit;Nürnberg
19.12.2018;08:05:52;16:19:36;12:12:44;08:13:44;Winterzeit;Nürnberg
20.12.2018;08:06:27;16:20:00;12:13:14;08:13:33;Winterzeit;Nürnberg
21.12.2018;08:07:00;16:20:27;12:13:43;08:13:27;Winterzeit;Nürnberg
22.12.2018;08:07:30;16:20:57;12:14:13;08:13:27;Winterzeit;Nürnberg
23.12.2018;08:07:56;16:21:30;12:14:43;08:13:34;Winterzeit;Nürnberg
24.12.2018;08:08:20;16:22:06;12:15:13;08:13:46;Winterzeit;Nürnberg
25.12.2018;08:08:41;16:22:44;12:15:43;08:14:03;Winterzeit;Nürnberg
26.12.2018;08:08:59;16:23:26;12:16:12;08:14:27;Winterzeit;Nürnberg
27.12.2018;08:09:14;16:24:10;12:16:42;08:14:56;Winterzeit;Nürnberg
28.12.2018;08:09:25;16:24:57;12:17:11;08:15:32;Winterzeit;Nürnberg
29.12.2018;08:09:34;16:25:47;12:17:41;08:16:13;Winterzeit;Nürnberg
30.12.2018;08:09:40;16:26:40;12:18:10;08:17:00;Winterzeit;Nürnberg
31.12.2018;08:09:42;16:27:35;12:18:38;08:17:53;Winterzeit;Nürnberg
