Datum;Sonnenaufgang;Sonnenuntergang;Mittag;Sonnenlicht (Std.);DST;Ort
01.11.2018;07:02:18;16:56:15;11:59:16;09:53:57;Winterzeit;Nürnberg
02.11.2018;07:03:55;16:54:35;11:59:15;09:50:40;Winterzeit;Nürnberg
03.11.2018;07:05:32;16:52:57;11:59:15;09:47:25;Winterzeit;Nürnberg
04.11.2018;07:07:10;16:51:21;11:59:15;09:44:11;Winterzeit;Nürnberg
05.11.2018;07:08:47;16:49:46;11:59:17;09:40:59;Winterzeit;Nürnberg
06.11.2018;07:10:24;16:48:14;11:59:19;09:37:50;Winterzeit;Nürnberg
07.11.2018;07:12:01;16:46:43;11:59:22;09:34:42;Winterzeit;Nürnberg
08.11.2018;07:13:38;16:45:13;11:59:26;09:31:35;Winterzeit;Nürnberg
09.11.2018;07:15:15;16:43:46;11:59:30;09:28:31;Winterzeit;Nürnberg
10.11.2018;07:16:51;16:42:20;11:59:36;09:25:29;Winterzeit;Nürnberg
11.11.2018;07:18:27;16:40:57;11:59:42;09:22:30;Winterzeit;Nürnberg
12.11.2018;07:20:03;16:39:35;11:59:49;09:19:32;Winterzeit;Nürnberg
13.11.2018;07:21:39;16:38:16;11:59:57;09:16:37;Winterzeit;Nürnberg
14.11.2018;07:23:14;16:36:58;12:00:06;09:13:44;Winterzeit;Nürnberg
15.11.2018;07:24:49;16:35:43;12:00:16;09:10:54;Winterzeit;Nürnberg
16.11.2018;07:26:23;16:34:30;12:00:27;09:08:07;Winterzeit;Nürnberg
17.11.2018;07:27:56;16:33:19;12:00:38;09:05:23;Winterzeit;Nürnberg
18.11.2018;07:29:29;16:32:11;12:00:50;09:02:42;Winterzeit;Nürnberg
19.11.2018;07:31:02;16:31:05;12:01:03;09:00:03;Winterzeit;Nürnberg
20.11.2018;07:32:33;16:30:01;12:01:17;08:57:28;Winterzeit;Nürnberg
21.11.2018;07:34:04;16:29:00;12:01:32;08:54:56;Winterzeit;Nürnberg
22.11.2018;07:35:34;16:28:01;12:01:47;08:52:27;Winterzeit;Nürnberg
23.11.2018;07:37:02;16:27:05;12:02:04;08:50:03;Winterzeit;Nürnberg
24.11.2018;07:38:30;16:26:12;12:02:21;08:47:42;Winterzeit;Nürnberg
25.11.2018;07:39:57;16:25:21;12:02:39;08:45:24;Winterzeit;Nürnberg
26.11.2018;07:41:22;16:24:32;12:02:57;08:43:10;Winterzeit;Nürnberg
27.11.2018;07:42:46;16:23:47;12:03:17;08:41:01;Winterzeit;Nürnberg
28.11.2018;07:44:09;16:23:04;12:03:37;08:38:55;Winterzeit;Nürnberg
29.11.2018;07:45:31;16:22:24;12:03:57;08:36:53;Winterzeit;Nürnberg
30.11.2018;07:46:51;16:21:47;12:04:19;08:34:56;Winterzeit;Nürnberg
